X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,fix_switches,side,trial_type1S0D,target,probe,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eomu.png,Stimuli/eomu.png,j,0,0.606565,,1,0,1,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eomu.png,Stimuli/eumu.png,j,1,0.57505,,2,0,2,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eomu.png,Stimuli/edmd.png,j,1,1.252085,,3,0,3,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/eumu.png,Stimuli/eumu.png,j,0,0.55335,,4,0,4,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eimd.png,Stimuli/eumu.png,f,0,3.33404,,5,0,5,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/edmd.png,Stimuli/edmd.png,f,1,2.001685,,6,0,6,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eimd.png,Stimuli/edmd.png,j,1,1.16716,,7,0,7,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eomu.png,Stimuli/eomu.png,j,0,0.53066,,8,0,8,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eumu.png,Stimuli/edmd.png,j,1,1.08653,,9,0,9,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eumu.png,Stimuli/eomu.png,j,1,0.65108,,10,0,10,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/edmd.png,Stimuli/edmd.png,f,1,1.45511,,11,0,11,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eimd.png,Stimuli/eimd.png,j,0,1.28547,,12,0,12,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eumu.png,Stimuli/eumu.png,f,1,1.702355,,13,0,13,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eumu.png,Stimuli/eumu.png,f,1,2.1844,,14,0,14,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/edmd.png,Stimuli/eumu.png,j,1,1.05012,,15,0,15,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eomu.png,Stimuli/eimd.png,f,0,1.15542,,16,0,16,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/edmd.png,Stimuli/eomu.png,j,1,1.10096,,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/eomu.png,Stimuli/eomu.png,j,0,1.071095,,18,0,18,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eumu.png,Stimuli/eimd.png,j,1,0.820575,,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/edmd.png,Stimuli/eimd.png,f,0,2.13807,,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eimd.png,Stimuli/eimd.png,j,0,1.068295,,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/edmd.png,Stimuli/edmd.png,j,0,2.092875,,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eimd.png,Stimuli/eomu.png,j,1,1.06788,,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,conf_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,j,1,1.084335,,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,f,0,1.11776,,1,0,1,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,j,0,1.470055,,2,0,2,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,j,0,0.6505,,3,0,3,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,f,1,0.884235,,4,0,4,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,j,1,1.03725,,5,0,5,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,j,0,0.717255,,6,0,6,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,j,0,0.8673,,7,0,7,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,f,0,2.25099,,8,0,8,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,j,1,0.998375,,9,0,9,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,j,0,1.287455,,10,0,10,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,j,1,0.58314,,11,0,11,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,j,1,0.91446,,12,0,12,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,j,1,1.45368,,13,0,13,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,f,0,0.967945,,14,0,14,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,j,0,0.966435,,15,0,15,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,f,1,1.128045,,16,0,16,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,f,1,1.584685,,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,f,1,0.903795,,18,0,18,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,f,1,0.665165,,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,f,1,0.80591,,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,j,1,1.60926,,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,j,1,1.034975,,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,f,0,1.065625,,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,1,conf_haus,Designs/instructions_haus_1234.png
