Block_type,instruction_text,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,key_resp_3.rt,key_resp_5.rt,key_resp_4.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
conf_haus,Designs/instructions_haus_1234.png,,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,None,None,None,j,1,0.8791290989611298,None,192.81002451409586,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.34157570300158113,None,197.0244588080095,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,j,1,0.16501315392088145,None,198.10772378905676,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,j,1,0.7445467519573867,None,199.0101035850821,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,j,1,0.1511813719989732,None,200.47450683102943,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,j,0,0.2401820260565728,None,201.37445347907487,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,j,0,0.08702765207272023,None,202.36012596206274,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,j,1,0.11791985691525042,None,203.19106712099165,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,0.36677904799580574,None,204.04117766208947,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.7201257740380242,None,205.14116518001538,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16396608,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,j,1,0.5530004309257492,None,206.61016752105206,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,j,1,0.3947659849654883,None,207.90784575405996,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,j,0,0.785271188011393,None,209.02453112904914,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,0.21500075096264482,None,210.54123382107355,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,j,0,0.25199313601478934,None,211.4911905740155,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,j,0,2.701162177021615,None,212.4745862830896,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,j,1,0.9390660760691389,None,215.90787981101312,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,j,1,0.5168304640101269,None,217.59128439310007,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,j,1,0.2401143090100959,None,218.84129232505802,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,j,1,0.03278817096725106,None,219.8246731410036,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,j,1,0.07241788296960294,None,220.5912655700231,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.17270525195635855,None,221.40803169005085,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,j,1,0.04138902004342526,None,222.32368615909945,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,j,0,0.6211738609708846,None,223.0909900231054,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,0.7239039218984544,None,224.45954098110087,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,j,0,0.13244627602398396,None,225.9267917739926,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,j,1,0.19417123997118324,None,226.7913712480804,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16396608,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.011066292063333094,None,227.70796725410037,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,j,1,0.4969310100423172,None,228.45803560805507,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,j,1,10.398889300995506,None,229.67723108909559,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,f,1,0.262585663003847,None,240.82481128303334,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,f,0,3.325727157993242,None,241.80786274001002,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,1.369806619011797,None,245.87440988910384,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,3.6743519530864432,None,247.9749124480877,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,f,0,0.8718468580627814,None,252.37490156607237,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,f,0,0.8428875869140029,None,253.9749322120333,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,f,1,2.597161185927689,None,255.55824383103754,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,2.6624170900322497,None,258.87497357907705,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,f,0,6.477624341030605,None,262.25825237308163,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,f,0,23.363595572067425,None,269.4583315839991,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,f,1,0.3947817680891603,None,293.5585983810015,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,f,0,0.47545498504769057,None,294.6749600149924,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.5648286290233955,None,295.89193894306663,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,f,1,0.38042309298180044,None,297.19199809303973,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,f,0,0.05027843592688441,None,298.30861499300227,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.30906784802209586,None,299.11098424205557,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,f,0,0.11107548500876874,None,300.160884929006,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,f,1,0.12814383301883936,None,300.9919650150696,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,1,1,1,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,f,0,0.9449961419450119,None,301.8606970080873,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,None,None,None,f,0,0.2336426409892738,None,305.8086360950256,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,0.24968449503649026,None,306.758628348005,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,None,None,None,f,0,0.21081362303812057,None,307.7253367420053,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H5sim0.png,Stimuli/H5sim0.png,None,None,None,f,1,0.5965726120630279,None,308.6586781620281,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,None,None,None,f,0,0.30496269499417394,None,309.97535011707805,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H6sim0.png,Stimuli/H6sim0.png,None,None,None,f,1,0.5103403830435127,None,311.02747617207933,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,None,None,None,f,1,0.34708265494555235,None,312.2587065231055,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,0.1806472820462659,None,313.3253226070665,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16396608,0.0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,None,None,None,f,0,0.2933745749760419,None,314.24192599300295,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,0.0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,None,None,None,f,0,0.06776612100657076,None,315.258681765059,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,None,None,None,f,1,0.00992118800058961,None,316.04202548007015,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,None,None,None,f,0,0.11683573899790645,None,316.79202570102643,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H5sim0.png,Stimuli/H5sim0.png,None,None,None,f,1,0.6155122149502859,None,317.6445764830569,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,None,None,None,f,0,0.03328594705089927,None,318.992112988024,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
