pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,X Scale,Y Scale,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.05,0.05,18.722521814983338,18.92424820305314,18.722521814983338,None,19.040726392064244,19.25557725399267,19.040726392064244,None,f,1,1.5719201469328254,19.22212978999596,None,None,1,19.22212978999596,None,23.24030995904468,None,23.24030995904468,None,,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
1,0,1,0,,,25.280726262019016,25.491434497991577,25.280726262019016,None,25.547387964092195,25.755452634068206,25.547387964092195,None,f,0,2.254822551039979,25.747702766093425,None,None,1,25.747702766093425,None,29.739223912009038,None,29.739223912009038,None,,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
2,0,2,0,,,31.783298233058304,31.99102189601399,31.783298233058304,None,32.041686151060276,32.25587525602896,32.041686151060276,None,j,1,2.381673119030893,32.22256598598324,None,space,1,32.22256598598324,None,36.2221011830261,None,36.2221011830261,None,2.1150112519972026,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
3,0,3,0,,,38.28095086605754,38.491718454053625,38.28095086605754,None,38.580756227020174,38.79104072402697,38.580756227020174,None,f,1,0.8263281540712342,38.75804505997803,None,None,1,38.75804505997803,None,42.722473116009496,None,42.722473116009496,None,,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
4,0,4,0,,,44.78104282799177,44.98940088402014,44.78104282799177,None,45.08107901504263,45.29122021805961,45.08107901504263,None,f,1,0.9892188539961353,45.25812283507548,None,None,1,45.25812283507548,None,49.22246246505529,None,49.22246246505529,None,,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
5,0,5,0,,,51.23932647705078,51.439218005980365,51.23932647705078,None,51.58084479300305,51.79138191707898,51.58084479300305,None,j,1,0.7300473368959501,51.757972225081176,None,None,1,51.757972225081176,None,55.722674355027266,None,55.722674355027266,None,,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
6,0,6,0,,,57.73923135607038,57.941345837083645,57.73923135607038,None,58.081160695059225,58.28947534097824,58.081160695059225,None,j,1,0.8220687680877745,58.25813613808714,None,space,1,58.25813613808714,None,62.2226157290861,None,62.2226157290861,None,1.2089861819986254,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
7,0,7,0,,,64.23950633406639,64.439509955002,64.23950633406639,None,64.53932999202516,64.74147114402149,64.53932999202516,None,f,1,0.6805407999781892,64.7227609960828,None,None,1,64.7227609960828,None,68.72274876304436,None,68.72274876304436,None,,,1,2,2020_Oct_29_1758,configural_featural,2020.2.4,None,
