Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,target_image.started,target_image.stopped,text.started,text.stopped,probe_image.started,probe_image.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,design,date,expName,psychopyVersion,frameRate,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,3,0,3,0,,,,,,,,,61.55249701498542,None,61.752727715997025,None,61.952666234981734,None,62.15269850700861,None,space,0.10619234602199867,62.15269850700861,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,4,0,4,0,,,,,,,,,62.28538717800984,None,62.485994034970645,None,62.68597193498863,None,62.88616757997079,None,space,0.10394913301570341,62.88616757997079,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,5,0,5,0,,,,,,,,,63.019161998992786,None,63.21922154596541,None,63.4193301309715,None,63.619189083983656,None,space,0.010272758023347706,63.619189083983656,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,6,0,6,0,,,,,,,,,63.65211680700304,None,63.85267995996401,None,64.05271746200742,None,64.25268494995544,None,space,0.11485087597975507,64.25268494995544,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,7,0,7,0,,,,,,,,,64.38584307796555,None,64.5858335729572,None,64.78606738796225,None,64.98596591199748,None,space,0.1035572369582951,64.98596591199748,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,8,0,8,0,,,,,,,,,65.11918098898605,None,65.3193921779748,None,65.51940014900174,None,65.71941502497066,None,space,2.8590580570162274,65.71941502497066,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,9,0,9,0,,,,,,,,,68.60249854298308,None,68.8027772049536,None,69.00265001296066,None,69.20275417598896,None,space,1.3687583170249127,69.20275417598896,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,10,0,10,0,,,,,,,,,70.60255566897104,None,70.80267696100054,None,71.00279731297633,None,71.2029270720086,None,space,0.6135584919829853,71.2029270720086,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,11,0,11,0,,,,,,,,,71.8358205310069,None,72.03612970199902,None,72.23615040100412,None,72.4361164830043,None,space,0.2821050579659641,72.4361164830043,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,12,0,12,0,,,,,,,,,72.73584984696936,None,72.93603720498504,None,73.13596852996852,None,73.33627244696254,None,space,0.14991393795935437,73.33627244696254,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,13,0,13,0,,,,,,,,,73.50256062700646,None,73.70275548496284,None,73.90277421299834,None,74.10282225097762,None,space,0.09922368900151923,74.10282225097762,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,14,0,14,0,,,,,,,,,74.2193840490072,None,74.41954410000471,None,74.6194507489563,None,74.81952034001006,None,space,0.0742635180358775,74.81952034001006,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,15,0,15,0,,,,,,,,,74.9188267099671,None,75.11953578097746,None,75.31949080497725,None,75.51953246898483,None,space,0.07192856096662581,75.51953246898483,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,16,0,16,0,,,,,,,,,75.61925152497133,None,75.81951787899015,None,76.01925170596223,None,76.2191707919701,None,space,0.6028237990103662,76.2191707919701,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,17,0,17,0,,,,,,,,,76.85224232496694,None,77.05291053996189,None,77.25278982199961,None,77.45284622296458,None,space,0.14295611099805683,77.45284622296458,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,18,0,18,0,,,,,,,,,77.61923790496076,None,77.81965118198423,None,78.01953488995787,None,78.21955753699876,None,space,0.13990383897908032,78.21955753699876,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
