blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,participant,design,date,expName,psychopyVersion,frameRate,
,,,,0.05,0.05,12.323963845032267,None,12.323963845032267,None,12.323963845032267,None,19.496954192989506,None,19.98295032500755,None,,,,,,,
