Block_type,instruction_text,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_fixResp.rt,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,prac_fix_resp_fast.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,ITI_fix_cross.started,ITI_fix_cross.stopped,fix_resp.keys,fix_resp.started,fix_resp.stopped,fix_resp.rt,key_resp_6.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.5688823349773884,None,199.27349311695434,None,199.8734710868448,None,None,199.8734710868448,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,j,1,0.38639570213854313,None,201.97361957887188,None,202.3903107289225,None,None,202.3903107289225,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,j,1,0.4244985079858452,None,204.37354798894376,None,204.82331470982172,None,None,204.82331470982172,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,0.415835936088115,None,206.9228631570004,None,207.35630386089906,None,None,207.35630386089906,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,j,1,0.45826735207811,None,209.6236592240166,None,210.1070510558784,None,None,210.1070510558784,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,0.291946014855057,None,212.19279553787783,None,212.5070510909427,None,None,212.5070510909427,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,0.2677049939520657,None,214.7094493350014,None,215.00683188298717,None,None,215.00683188298717,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.4281224680598825,None,217.09020951297134,None,217.5402456088923,None,None,217.5402456088923,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,j,1,0.5113782060798258,None,219.59029822587036,None,220.12380959186703,None,None,220.12380959186703,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,j,1,0.3142161590512842,None,222.5403046598658,None,222.87378711998463,None,None,222.87378711998463,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,0.29520354489795864,None,225.25711500900798,None,225.57369355182163,None,None,225.57369355182163,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,j,1,0.26131825405173004,None,227.706879877951,None,227.9903223370202,None,None,227.9903223370202,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,j,1,0.2605684350710362,None,230.190441041952,None,230.47386651183479,None,None,230.47386651183479,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.46390916407108307,None,232.49038457893766,None,232.97387950588018,None,None,232.97387950588018,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.40896206512115896,None,235.1568627068773,None,235.58992809802294,None,None,235.58992809802294,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,f,1,0.4022098588757217,None,237.9402975968551,None,238.37387046590447,None,None,238.37387046590447,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,j,1,0.30324385198764503,None,240.47393397591077,None,240.80631429888308,None,None,240.80631429888308,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,f,0,0.11169002298265696,None,243.19047001888976,None,243.32370507880114,None,None,243.32370507880114,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,f,0,0.15631469408981502,None,245.54313988098875,None,245.72367503400892,None,None,245.72367503400892,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,j,1,0.4553159889765084,None,248.140611841809,None,248.62388276099227,None,None,248.62388276099227,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,j,1,0.39434853894636035,None,250.99069247301668,None,251.40759542002343,None,None,251.40759542002343,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,f,1,0.25961273605935276,None,253.72399733192287,None,254.00738716195337,None,None,254.00738716195337,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17296,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,j,0,0.3217356000095606,None,256.0431791818701,None,256.39066564291716,None,space,256.39066564291716,None,0.7734214288648218,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,f,1,0.36795456102117896,None,258.5907566950191,None,258.9737019778695,None,None,258.9737019778695,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17296,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.30532616609707475,None,261.2240958060138,None,261.5573722748086,None,space,261.5573722748086,None,0.8999219371471554,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.36956637003459036,None,263.8907749617938,None,264.29080591979437,None,None,264.29080591979437,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,j,1,0.29910593712702394,None,266.74310655496083,None,267.07404860202223,None,None,267.07404860202223,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,j,1,0.24702047905884683,None,269.22403038386256,None,269.4906164468266,None,None,269.4906164468266,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17296,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,j,1,0.35352670308202505,None,271.52398899383843,None,271.9075005259365,None,space,271.9075005259365,None,1.0103866020217538,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17296,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,j,0,0.2588185758795589,None,274.25749360979535,None,274.54098501987755,None,space,274.54098501987755,None,0.7057207529433072,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,2.528257097117603,space,276.5906943548471,None,279.1408482748084,None,None,279.1408482748084,None,,0.15440984279848635,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17296,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,f,0,0.314728737808764,None,281.27407679497264,None,281.6068009908777,None,space,281.6068009908777,None,1.0134045900776982,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17296,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,j,0,0.912651150021702,None,283.7742750728503,None,284.7075410708785,None,None,284.7075410708785,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,j,1,0.3890940840356052,None,286.75760106393136,None,287.17408266989514,None,None,287.17408266989514,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,j,1,0.43619348714128137,None,289.5743095439393,None,290.04053356684744,None,None,290.04053356684744,None,,,,1,2,2020_Nov_19_2143,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,,,,,,,,,,,,,,,,,,,,,,
