blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,Block_type,instruction_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,fix_switches,text_3.started,text_3.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.05,0.05,12.419934253033716,None,12.419934253033716,None,12.419934253033716,None,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",14.671562822011765,None,,,,,,,,
