X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.0464,0.048,30.64722126396373,30.851499325945042,30.64722126396373,None,31.118706049979664,None,31.783054468920454,None,f,0,9.219385306932963,31.783054468920454,None,,,,,,,,1,2,2020_Nov_03_1825,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,41.87474077392835,42.08486581698526,41.87474077392835,None,42.34963976696599,None,,,,,,,,,
