X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.0459,0.048,26.64412968303077,26.852516078972258,26.64412968303077,None,27.10527732805349,None,27.769092082977295,None,j,1,1.3653531820746139,27.769092082977295,None,,,,,,,,,,,,,,,,,,1,2,2020_Nov_03_1811,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,30.433218672056682,30.636018070974387,30.433218672056682,None,30.904951684060507,None,31.06930088403169,None,space,1,1.0870991389965639,,,,,,,1,2,2020_Nov_03_1811,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6806239760480821,31.06930088403169,None,,1,2,2020_Nov_03_1811,configural_featural,2020.2.4,None,[3584 2240],
