X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
0.0469,0.0464,28.22567973798141,28.432502417010255,28.22567973798141,None,28.699562672991306,None,,,,,,,,
