blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,Block_type,instruction_text,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,participant,design,date,expName,psychopyVersion,frameRate,
,,,,,,0.05,0.05,10.608107292966451,None,10.608107292966451,None,10.608107292966451,None,,,,,,,
