X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.0464,0.0468,space,0.4718147972598672,,1,2,2020_Dec_21_1838,configural_featural,2020.2.4,None,[3584 2240],
