X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_fix_resp_fast.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,repPracLoop.thisRepN,repPracLoop.thisTrialN,repPracLoop.thisN,repPracLoop.thisIndex,repPracLoop.ran,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,j,1,0.93338,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.882145,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.83376,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,j,1,1.10565,space,1,10,0,10,0,1,0.59958,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,0.682985,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.43153,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,j,1,0.548425,space,0,13,0,13,0,1,0.55009,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,j,1,0.850595,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.750385,space,1,15,0,15,0,1,0.53892,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.64044,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.73358,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.63811,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,j,1,0.78659,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,0.69945,space,1,20,0,20,0,1,0.58592,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.74816,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,0.516695,space,1,22,0,22,0,1,0.54865,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,0.61932,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.39913,,1,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.68651,,1,25,0,25,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,0.53632,space,1,26,0,26,0,1,0.533485,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,0.6674,,1,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.4994,,1,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,j,1,0.87139,space,1,29,0,29,0,1,0.73399,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,0.630245,,1,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,0.650135,,1,31,0,31,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.582845,space,1,32,0,32,0,1,0.50039,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,0.500235,,1,33,0,33,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,0.449885,,1,34,0,34,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,0.76573,,1,35,0,35,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.63485,,1,36,0,36,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.45016,space,1,37,0,37,0,1,0.6557,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.415525,,1,38,0,38,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,0.470575,space,1,39,0,39,0,1,0.57206,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,0.518455,,1,40,0,40,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,0.533275,,1,41,0,41,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,0.83373,,1,42,0,42,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,0.489575,space,1,43,0,43,0,1,0.53364,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,j,1,0.400665,,1,44,0,44,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.982525,,1,45,0,45,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.797335,,1,46,0,46,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,0.420745,,1,47,0,47,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,1.933645,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.690155,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.566935,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.78336,space,1,3,0,3,0,1,0.53952,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.550525,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.922015,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.80001,space,1,6,0,6,0,1,0.434015,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.65247,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.264875,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.66513,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,1.015135,space,1,10,0,10,0,1,1.41539,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.882285,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,1.464075,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.73205,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.79041,space,1,14,0,14,0,1,0.534325,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.63936,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.94935,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.61582,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.655875,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,1.08865,space,1,19,0,19,0,1,0.573785,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.773475,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,0.716795,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.79776,space,1,22,0,22,0,1,0.49969,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.69757,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.700075,,1,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,0.73246,space,1,25,0,25,0,1,0.6505,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.615855,,1,26,0,26,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.863325,,1,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.689145,,1,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.682515,space,1,29,0,29,0,1,0.45461,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.5835,,1,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,0.7383,,1,31,0,31,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,1,-0.163380792,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.617505,space,1,32,0,32,0,1,0.51793,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.816245,,1,33,0,33,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HR,1,2,2021-01-11_12h20.05.960,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,,,,0,-0.163380792,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.567015,,1,34,0,34,0,1,,,,,,,,
