repPracLoop.thisRepN,repPracLoop.thisTrialN,repPracLoop.thisN,repPracLoop.thisIndex,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_fixResp.rt,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,prac_fix_resp_fast.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,1,-0.17380935298900002,0,Stimuli/eimd.png,Stimuli/eimd.png,,,,,,,space,1,j,0,1.2802081070840359,2.4760510371997952,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,0,-0.17380935298900002,1,Stimuli/eumu.png,Stimuli/f131.png,,,,,,,None,1,j,1,1.0749838682822883,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,j,0,1.7116251117549837,None,1,,,,,,,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,1,Stimuli/H8sim0.png,Stimuli/H-8sim2.png,j,1,1.1184683558531106,None,1,,,,,,,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,1,-0.17380935298900002,0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,j,0,1.9739250121638179,space,1,2.2684544660151005,,,,,,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,0,0.17380935298900002,1,Stimuli/H-8sim1.png,Stimuli/H6sim0.png,j,1,1.258735311217606,space,0,2.2424208959564567,,,,,,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,0,0.17380935298900002,0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,,,,None,1,f,1,0.8093067221343517,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,0,0.17380935298900002,1,Stimuli/H-8sim2.png,Stimuli/H5sim0.png,,,,,,,None,1,j,1,1.0902527207508683,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,2,0,2,0,,,,,,,,,,,,,,1,-0.17380935298900002,0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,,,,None,0,f,1,0.9960811110213399,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,3,0,3,0,,,,,,,,,,,,,,0,0.17380935298900002,1,Stimuli/H-8sim0.png,Stimuli/H8sim0.png,,,,,,,None,1,j,1,0.8484203419648111,,,1,2,2020_Dec_11_2115,configural_featural,2020.2.4,None,[3584 2240],
