blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,Block_type,instruction_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,fix_switches,text_3.started,text_3.stopped,participant,design,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.05,0.05,31.249798241944518,None,31.249798241944518,None,31.249798241944518,None,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33.38567125995178,None,,,,,,,
