blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,participant,design,date,expName,psychopyVersion,frameRate,
,,,,0.05,0.05,15.553824861999601,None,15.553824861999601,None,15.553824861999601,None,,,,,,,
