X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.0469,0.046,27.882004529004917,28.0925488359062,27.882004529004917,None,28.34085278492421,None,,,,,,,,,
