Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,target_image.started,target_image.stopped,text.started,text.stopped,probe_image.started,probe_image.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,design,date,expName,psychopyVersion,frameRate,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,0,0,0,0,0.05,0.05,9.116511578962673,None,9.116511578962673,None,9.116511578962673,None,13.019849020987749,None,13.219906931975856,None,13.419880556990393,None,13.619890797010157,None,space,2.32342414901359,13.619890797010157,None,SR,1,2020_Oct_24_1714,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,0,0,0,0,,,,,,,,,15.969770219991915,None,16.169908421987202,None,16.369788174983114,None,16.56980348698562,None,space,0.9099293769686483,16.56980348698562,None,SR,1,2020_Oct_24_1714,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,0,0,0,0,,,,,,,,,17.502742912969552,None,17.703046094975434,None,17.9030853289878,None,18.103218620002735,None,space,0.5897714599850588,18.103218620002735,None,SR,1,2020_Oct_24_1714,configural_featural,2020.2.4,None,
feat_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,3,3,3,0,0,0,0,,,,,,,,,18.719445639988407,None,18.919811305007897,None,19.119811317999847,None,19.33804101595888,None,space,0.46948137698927894,19.33804101595888,None,SR,1,2020_Oct_24_1714,configural_featural,2020.2.4,None,
