pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,X Scale,Y Scale,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,fix_resp.keys,fix_resp.corr,fix_resp.started,fix_resp.stopped,image_3.started,image_3.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.05,0.05,16.813441429985687,17.021667619002983,16.971679443959147,None,17.330092503980268,17.54050093598198,17.504985826963093,None,j,0,0.2828796429676004,17.504985826963093,None,None,0,17.504985826963093,None,17.80494311498478,None,,1,2,2020_Oct_28_0207,configural_featural,2020.2.4,None,
1,0,1,0,,,18.852917650947347,19.057148486957885,19.038632580952253,None,19.369212457968388,19.57397030800348,19.538702610996552,None,j,0,0.46491068898467347,19.538702610996552,None,None,0,19.538702610996552,None,20.021299238957,None,,1,2,2020_Oct_28_0207,configural_featural,2020.2.4,None,
2,0,2,0,,,21.08011770999292,21.28882077697199,21.255243219959084,None,21.557108789973427,21.773959558981005,21.738770648953505,None,j,0,0.6273546909797005,21.738770648953505,None,None,0,21.738770648953505,None,22.388642872974742,None,,1,2,2020_Oct_28_0207,configural_featural,2020.2.4,None,
3,0,3,0,,,23.404581735958345,23.607262479956262,23.58851146994857,None,23.905306396947708,24.105062885966618,24.090995984966867,None,f,0,0.3928622080129571,24.090995984966867,None,None,0,24.090995984966867,None,24.505057689966634,None,,1,2,2020_Oct_28_0207,configural_featural,2020.2.4,None,
4,0,4,0,,,25.523703635961283,25.721820204984397,25.70773547695717,None,26.040029103984125,26.25712795596337,26.221600166987628,None,f,0,0.46674962498946115,26.221600166987628,None,None,0,26.221600166987628,None,26.704968349949922,None,,1,2,2020_Oct_28_0207,configural_featural,2020.2.4,None,
5,0,5,0,,,27.73009845498018,27.940229609957896,27.905099914001767,None,28.263272955955472,28.47365609195549,28.438449362001847,None,f,0,0.02302904799580574,28.438449362001847,None,None,0,28.438449362001847,None,28.488306713989004,None,,1,2,2020_Oct_28_0207,configural_featural,2020.2.4,None,
