pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,X Scale,Y Scale,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,fix_resp.keys,fix_resp.corr,fix_resp.started,fix_resp.stopped,image_3.started,image_3.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.05,0.05,17.24745875300141,17.462410018022638,17.429081163019873,None,17.74756064801477,17.96441405400401,17.929345358978026,None,f,0,0.8133559550042264,17.929345358978026,None,None,0,17.929345358978026,None,18.762287326972,None,,1,2,2020_Oct_28_0206,configural_featural,2020.2.4,None,
1,0,1,0,,,19.820992134977132,20.029472485010047,19.99602813401725,None,20.32727506500669,20.531629720993806,20.51274984201882,None,j,0,0.7585529429488815,20.51274984201882,None,None,0,20.51274984201882,None,21.295799850020558,None,,1,2,2020_Oct_28_0206,configural_featural,2020.2.4,None,
,,,,,,22.314391754975077,22.529384759021923,22.495967736002058,None,,,,,,,,,,,,,,,,,,,,,,,
