X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.05,0.05,20.180272235069424,20.68185767205432,20.180272235069424,None,20.949304427951574,None,21.646753845969215,None,j,1,2.515344899846241,21.646753845969215,None,,1,2,2020_Nov_18_2007,configural_featural,2020.2.4,None,[3584 2240],
