pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,X Scale,Y Scale,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,feedback_msg.started,feedback_msg.stopped,image_3.started,image_3.stopped,prac_fix_resp.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.05,0.05,16.385294592007995,16.589473356027156,16.385294592007995,None,16.657946766004898,16.856453981017694,16.657946766004898,None,j,1,0.9220670069335029,16.842057129950263,None,None,1,16.842057129950263,None,20.85783763602376,None,20.85783763602376,None,,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
1,0,1,0,,,22.8558769649826,23.05635591200553,22.8558769649826,None,23.198128634947352,23.408792014000937,23.198128634947352,None,j,1,0.9437273850198835,23.372727902024053,None,None,1,23.372727902024053,None,27.33937755401712,None,27.33937755401712,None,,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
2,0,2,0,,,29.398077246034518,29.608160033938475,29.398077246034518,None,29.65645701100584,29.856199556961656,29.65645701100584,None,j,1,0.7764164650579914,29.83977603702806,None,None,1,29.83977603702806,None,33.839460951974615,None,33.839460951974615,None,,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
3,0,3,0,,,35.856018338003196,36.056462249020115,35.856018338003196,None,36.1558242959436,36.358408879023045,36.1558242959436,None,f,1,0.7750967160100117,36.33996041701175,None,None,1,36.33996041701175,None,40.33914598997217,None,40.33914598997217,None,,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
4,0,4,0,,,42.33885821304284,42.53900748002343,42.33885821304284,None,42.69785050302744,42.907347158994526,42.69785050302744,None,j,1,0.5251521489117295,42.87408102094196,None,None,1,42.87408102094196,None,46.83900781394914,None,46.83900781394914,None,,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
5,0,5,0,,,48.8841648879461,49.090836702962406,48.8841648879461,None,49.18489222496282,49.3915711180307,49.18489222496282,None,f,1,0.6061732739908621,49.35577996796928,None,None,1,49.35577996796928,None,53.33967777295038,None,53.33967777295038,None,,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
6,0,6,0,,,55.35670346801635,55.5567328389734,55.35670346801635,None,55.65844642894808,55.87315303098876,55.65844642894808,None,f,1,3.3530236009974033,55.83972691302188,None,space,1,55.83972691302188,None,59.839981572004035,None,59.839981572004035,None,1.7292403960600495,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
7,0,7,0,,,61.89962081797421,62.108399544027634,61.89962081797421,None,62.19855861994438,62.40865507896524,62.19855861994438,None,f,1,1.6148773890454322,62.373528440948576,None,space,1,62.373528440948576,None,66.33977636497002,None,66.33977636497002,None,1.862656706944108,,1,2,2020_Oct_28_1800,configural_featural,2020.2.4,None,
