X Scale,Y Scale,text_13.started,text_13.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_10.started,image_10.stopped,image_11.started,image_11.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.05,0.05,21.2528786980547,None,space,8.428698902018368,22.236741630127653,None,,,,,,1,2,2020_Nov_19_1803,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,30.686622377950698,33.68876839103177,34.15338017907925,None,,,,,,,,,
