X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.05,0.05,34.38394385902211,34.59175062295981,34.38394385902211,None,34.844377405941486,None,35.242017939919606,None,f,0,8.407581126084551,35.242017939919606,None,,,,,,,,,,,,,,,,,,1,2,2020_Nov_16_1323,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,47.524356294889,47.72499643196352,47.524356294889,None,48.01092234393582,48.20822310983203,48.24188730889,None,space,1,3.0642730239778757,,,,,,,1,2,2020_Nov_16_1323,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,2.30870872316882,48.24188730889,None,,1,2,2020_Nov_16_1323,configural_featural,2020.2.4,None,[3584 2240],
