Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,fix_switches,side1L0R,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,12,0,12,0,,,0,1,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,d,1,0.4292211819556542,None,51.43011508998461,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,13,0,13,0,,,0,0,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,d,1,0.6432448069681413,None,52.58019684598548,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,14,0,14,0,,,0,1,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,d,0,0.6100575510063209,None,53.94639903400093,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,15,0,15,0,,,1,1,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,d,0,0.6154841249808669,None,55.28021102497587,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,16,0,16,0,,,0,0,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,s,0,0.5221848580404185,None,56.6159448850085,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,17,0,17,0,,,0,0,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.7003523890161887,None,57.86347880901303,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,18,0,18,0,,,0,1,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,d,1,0.4637908589793369,None,59.282681670971215,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,19,0,19,0,,,1,0,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,d,0,0.5684752199449576,None,60.463503877981566,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,20,0,20,0,,,0,0,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,d,1,0.6144081910024397,None,61.7635374449892,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,21,0,21,0,,,0,1,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,s,0,0.5687191830365919,None,63.09692101395922,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,22,0,22,0,,,0,0,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,d,0,0.5199680179939605,None,64.39934690500377,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,23,0,23,0,,,0,0,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.25136087799910456,None,65.66365353000583,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,24,0,24,0,,,0,0,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,s,0,1.451769024017267,None,66.63018398400163,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,25,0,25,0,,,0,0,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,d,0,1.2499237980227917,None,68.83291120897047,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,26,0,26,0,,,0,1,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,s,0,0.36642232997110114,None,70.86639365396695,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,27,0,27,0,,,0,1,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.39648759103147313,None,71.98012431198731,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,28,0,28,0,,,0,0,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,d,1,0.22428119502728805,None,73.09703869197983,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,29,0,29,0,,,0,1,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,d,0,0.21820244699483737,None,74.06350127997575,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,30,0,30,0,,,1,0,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,d,1,0.13868125597946346,None,75.01617191795958,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,31,0,31,0,,,0,1,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.27304072899278253,None,75.88036139000906,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,32,0,32,0,,,0,0,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,s,0,0.18132726795738563,None,76.88035704696085,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,33,0,33,0,,,0,0,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.13559750298736617,None,77.78293995198328,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,34,0,34,0,,,0,1,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,s,0,0.15372216701507568,None,78.64707612496568,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,35,0,35,0,,,0,1,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.002865649003069848,None,79.54703395400429,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,36,0,36,0,,,0,0,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,s,0,0.5591793149942532,None,80.2828446009662,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,37,0,37,0,,,0,0,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.04502687999047339,None,81.56383364996873,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,38,0,38,0,,,0,0,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,d,0,0.13196356798289344,None,82.34956111497013,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,39,0,39,0,,,1,0,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,d,1,0.06783977104350924,None,83.1970427139895,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,40,0,40,0,,,1,1,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,d,0,0.19501112605212256,None,84.01319784100633,None,code,1,2,2020_Oct_25_1637,configural_featural,2020.2.4,None,
