blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,participant,design,date,expName,psychopyVersion,frameRate,
,,,,0.0496,0.05,12.983490625978447,None,12.983490625978447,None,12.983490625978447,None,17.791377704998013,None,18.276416217995575,None,,,,,,,
