blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,target_image.started,target_image.stopped,probe_image.started,probe_image.stopped,participant,design,date,expName,psychopyVersion,frameRate,
,,,,0.05,0.05,12.594930353981908,None,12.594930353981908,None,12.594930353981908,None,17.314304364990676,None,17.79939259798266,None,,,,,,,
