pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,0.05,0.05,25.927581105032004,26.134154425002635,25.927581105032004,None,26.400179535034113,None,27.08222077204846,None,f,0,2.9048323209863156,27.08222077204846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Oct_30_1731,configural_featural,2020.2.4,None,
,,,,,,,,,,,,,,,,,,,39.09644543204922,39.29893783503212,39.09644543204922,None,39.56513706303667,None,39.7318877390353,None,space,1,3.9944751809816808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Oct_30_1731,configural_featural,2020.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.070608581067063,39.7318877390353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Oct_30_1731,configural_featural,2020.2.4,None,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,1,Stimuli/nemo1.jpg,Stimuli/nemo2.png,53.05078249401413,53.265351217007264,53.05078249401413,None,53.379578143008985,53.58254225703422,53.379578143008985,None,f,0,0.8548115999437869,53.5493001670111,None,None,1,53.5493001670111,None,57.54933738708496,None,57.54933738708496,None,,,1,2,2020_Oct_30_1731,configural_featural,2020.2.4,None,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17295000000000002,0,Stimuli/dory2.png,Stimuli/dory2.png,59.55083805206232,59.74944434710778,59.55083805206232,None,59.850862609106116,60.0657712580869,59.850862609106116,None,f,1,1.9213497180026025,60.032612656010315,None,None,1,60.032612656010315,None,64.05085401399992,None,64.05085401399992,None,,,1,2,2020_Oct_30_1731,configural_featural,2020.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17295000000000002,0,Stimuli/nemo1.jpg,Stimuli/nemo1.jpg,66.05785689502954,66.26602575404104,66.05785689502954,None,66.34932939009741,66.54938933509402,66.34932939009741,None,f,1,1.6938736039446667,66.53280277107842,None,space,1,66.53280277107842,None,,,,,1.9866745269391686,,,,,,,,
