blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,Block_type,instruction_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,text_3.started,text_3.stopped,fix_switches,side,text_4.started,text_4.stopped,target_image.started,target_image.stopped,text.started,text.stopped,text_5.started,text_5.stopped,probe_image.started,probe_image.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.0414,0.042,12.251567428989802,None,12.251567428989802,None,12.251567428989802,None,19.186732864007354,None,0,1,20.442377608036622,None,20.442377608036622,None,20.64303810399724,None,20.94284845603397,None,20.94284845603397,None,,,,,,,,
