pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,X Scale,Y Scale,text_13.started,text_13.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_10.started,image_10.stopped,image_11.started,image_11.stopped,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_fixResp.rt,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,prePrac2_imgResp.started,prePrac2_imgResp.stopped,text_12.started,text_12.stopped,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,image.started,image.stopped,text_6.started,text_6.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
,,,,,,,,0.0469,0.0471,84.39435353805311,None,space,4.0252785589545965,85.39387163403444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Nov_19_1859,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,89.44377924804576,94.44569082302041,94.91041936702095,None,124.92167257820256,125.42940939008258,124.92167257820256,None,125.67745083500631,None,126.37721129111014,None,j,1,1.4446295220404863,126.37721129111014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Nov_19_1859,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.27504573506303,130.7795067341067,130.27504573506303,None,131.0608328829985,None,131.5608874661848,None,space,1,1.676489682868123,,,,,,,,,,,,,,,,,,1,2,2020_Nov_19_1859,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.0987755279056728,131.5608874661848,None,,,,,,,,,,,,,1,2,2020_Nov_19_1859,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.69607081101276,None,0,0.16223648,0,Stimuli/edmd.png,Stimuli/edmd.png,149.69432648899965,150.196118083084,149.69432648899965,None,,,,,,,,,
