Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,0,0,0,0,0.05,0.05,0,0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,d,1,0.9136102920165285,None,15.00837242504349,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,1,0,1,0,,,0,-0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,s,0,0.3841010039905086,None,16.641770084039308,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,2,0,2,0,,,1,-0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.26441498700296506,None,17.741672667034436,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,3,0,3,0,,,1,0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,d,1,0.3732854680274613,None,18.741564312018454,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,4,0,4,0,,,0,-0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.4036074560135603,None,19.85820620501181,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,5,0,5,0,,,0,-0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.25580448599066585,None,21.00820929405745,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,6,0,6,0,,,0,0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.3666636149864644,None,21.991570676036645,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,7,0,7,0,,,0,-0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.4351503070211038,None,23.075190410017967,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,8,0,8,0,,,0,0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.2685019630007446,None,24.227604508050717,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,9,0,9,0,,,0,-0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,s,0,0.3162944579962641,None,25.24164704204304,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,10,0,10,0,,,0,-0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,d,1,0.3668734160019085,None,26.277644350018818,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,11,0,11,0,,,0,0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,s,0,0.3460418520262465,None,27.37784237304004,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,12,0,12,0,,,0,-0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,s,0,0.3398510799743235,None,28.458662142045796,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,13,0,13,0,,,0,-0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.3017259879852645,None,29.52532361703925,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,14,0,14,0,,,0,-0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,d,0,0.42509366100421175,None,30.544351543008815,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,15,0,15,0,,,0,0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.19339856802253053,None,31.70845985802589,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,16,0,16,0,,,0,0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,d,1,0.2094536409713328,None,32.625379115052056,None,code,1,2,2020_Oct_25_1757,configural_featural,2020.2.4,None,
