Block_type,instruction_text,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,key_resp_6.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,j,0,0.3642398410011083,None,170.97116775996983,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17296,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,j,1,3.6397667140699923,space,172.07105617108755,None,2.8465813458897173,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,f,1,0.6529013069812208,None,176.4552129560616,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,j,1,0.684530177153647,None,177.8552855469752,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_face,Designs/instructions_face_1234.png,,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,j,1,0.31228804611600935,None,179.2719775349833,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.5684973259922117,None,184.55535504990257,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,f,1,0.398022857028991,None,185.87206639209762,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,f,1,0.3184354461263865,None,186.98877693293616,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,None,None,None,j,1,0.3346967149991542,None,188.02210949594155,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,None,None,None,f,0,0.31311269919387996,None,189.07439610594884,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,None,None,None,f,0,0.4334359799977392,None,190.10526179010049,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17296,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,None,None,None,j,1,0.3622630648314953,None,191.25532038509846,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,j,0,0.5619669260922819,None,192.3387334260624,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,f,1,0.44347031507641077,None,193.62197939492762,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,None,None,None,j,1,0.4196683799382299,None,194.78879428794608,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17296,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,None,None,None,j,1,1.2301575080491602,space,195.94129584706388,None,0.7434731959365308,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,j,0,0.33763729711063206,None,197.89117730408907,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
conf_haus,Designs/instructions_haus_1234.png,,,,,0,1,1,1,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,None,None,None,j,1,0.30894196685403585,None,198.97203688393347,None,,,1,2,2020_Nov_16_1149,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17296,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,None,None,None,,,,,,,,,,,,,,,,
