pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,X Scale,Y Scale,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,prac_fix_resp.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.05,0.05,19.992208436946385,20.200278926058672,19.992208436946385,None,20.284986882004887,20.500143065000884,20.284986882004887,None,f,1,1.2431691009551287,20.466791825951077,None,None,1,20.466791825951077,None,24.451297761057504,None,24.451297761057504,None,,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
1,0,1,0,,,26.449943669023924,26.649717287975363,26.449943669023924,None,26.733877736027353,26.933898261049762,26.733877736027353,None,f,1,0.4713023790391162,26.933898261049762,None,None,1,26.933898261049762,None,30.933564929058775,None,30.933564929058775,None,,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
2,0,2,0,,,32.94969829602633,33.152115470031276,32.94969829602633,None,33.2928605460329,33.500127519946545,33.2928605460329,None,j,1,0.9708277561003342,33.46700793097261,None,None,1,33.46700793097261,None,37.43366485496517,None,37.43366485496517,None,,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
3,0,3,0,,,39.45023598498665,39.650374494027346,39.45023598498665,None,39.749889184953645,39.9500577240251,39.749889184953645,None,f,1,0.5126119599444792,39.933745117043145,None,None,1,39.933745117043145,None,43.93385028594639,None,43.93385028594639,None,,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
4,0,4,0,,,45.994886968052015,46.20018250402063,45.994886968052015,None,46.2944903379539,46.50018975895364,46.2944903379539,None,j,0,1.5528109360020608,46.466590755968355,None,space,1,46.466590755968355,None,50.45037662796676,None,50.45037662796676,None,1.2495372629491612,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
5,0,5,0,,,52.4836639870191,52.683593405992724,52.4836639870191,None,52.7503077640431,52.95003360102419,52.7503077640431,None,j,1,0.8030973559943959,52.93354004598223,None,None,0,52.93354004598223,None,56.93307015905157,None,56.93307015905157,None,,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
6,0,6,0,,,58.9502616119571,59.150949666975066,58.9502616119571,None,59.28408470703289,59.48385263199452,59.28408470703289,None,j,1,0.6865926500177011,59.46939498500433,None,None,1,59.46939498500433,None,63.433497647056356,None,63.433497647056356,None,,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
7,0,7,0,,,65.46681593300309,65.66697865305468,65.46681593300309,None,65.75023626198526,65.95051919098478,65.75023626198526,None,f,0,0.8000080710044131,65.93398964300286,None,None,1,65.93398964300286,None,69.95069968397729,None,69.95069968397729,None,,,1,1,2020_Oct_29_1842,configural_featural,2020.2.4,60.02865771771352,
