Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,13,0,13,0,,,0,-0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,s,0,0.23816910496680066,None,28.442522366996855,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,14,0,14,0,,,1,-0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.1771642949897796,None,29.425430049013812,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,15,0,15,0,,,0,-0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,s,0,0.2738606199854985,None,30.325976812047884,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,16,0,16,0,,,1,0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.13933951500803232,None,31.326014654012397,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,17,0,17,0,,,0,-0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,s,0,0.11613653600215912,None,32.20930563204456,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,18,0,18,0,,,0,0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,s,0,0.2646536499960348,None,33.04272226302419,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,19,0,19,0,,,0,-0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.4065913829836063,None,34.026007495995145,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,20,0,20,0,,,0,0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.4172355930204503,None,35.175361144007184,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,21,0,21,0,,,0,0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.5317183699808083,None,36.30940206703963,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,22,0,22,0,,,0,-0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,s,0,0.38970505096949637,None,37.55923382204492,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,23,0,23,0,,,0,0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,s,0,0.4261032600188628,None,38.69268658501096,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,24,0,24,0,,,0,0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.09868184803053737,None,39.84227992902743,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,25,0,25,0,,,0,0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.41908499598503113,None,40.66187938203802,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,26,0,26,0,,,0,-0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,s,0,0.9085150270257145,None,41.809173093002755,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,27,0,27,0,,,0,0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,s,0,0.3862518950481899,None,43.45936126902234,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,28,0,28,0,,,0,-0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,s,0,0.543313300004229,None,44.57606734201545,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,29,0,29,0,,,0,0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.42158668499905616,None,45.842736737045925,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,30,0,30,0,,,0,0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,s,0,0.46315483696525916,None,46.99288928200258,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,31,0,31,0,,,0,0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.9494574670097791,None,48.17860266700154,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,32,0,32,0,,,0,0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,s,0,1.199657023011241,None,49.85914988303557,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,33,0,33,0,,,0,-0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,s,0,1.7078388780355453,None,51.792789669008926,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,34,0,34,0,,,0,0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,1.2485790249775164,None,54.24491129204398,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,35,0,35,0,,,0,-0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.3665556750493124,None,56.24286319001112,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,36,0,36,0,,,0,0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,s,0,0.6018253400106914,None,57.32619898504345,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,37,0,37,0,,,0,-0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,s,0,0.9404260309529491,None,58.65952693403233,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,38,0,38,0,,,1,0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,s,0,0.49909159098751843,None,60.34300359204644,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,39,0,39,0,,,0,-0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.6747861680341884,None,61.559339297004044,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,40,0,40,0,,,0,-0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.11642124003265053,None,62.959493571019266,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,41,0,41,0,,,1,0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,2.3178334580152296,None,63.79305043601198,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,42,0,42,0,,,0,-0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.03345990303205326,None,66.84294188703643,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,43,0,43,0,,,1,0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,s,0,0.6929507940076292,None,67.60964815801708,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,44,0,44,0,,,0,0.17295000000000002,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,s,0,0.1823137379833497,None,69.02633504103869,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,45,0,45,0,,,0,0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,2.254326594993472,None,69.9429437420331,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,46,0,46,0,,,0,-0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,s,0,0.6091254470520653,None,72.92883650300791,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,47,0,47,0,,,0,-0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.614422979997471,None,74.26206443301635,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,0,0,0,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,None,None,None,s,0,0.024699631961993873,None,77.02623616502387,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,1,0,1,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,None,None,None,d,1,0.5054490769980475,None,77.77653577603633,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,2,0,2,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,None,None,None,s,0,0.4787718500010669,None,79.00967601401499,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,3,0,3,0,,,1,-0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,d,0,0.3847569610225037,None,80.20893642900046,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,4,0,4,0,,,1,-0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,d,0,0.37850566796259955,None,81.30951047601411,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,5,0,5,0,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,s,1,0.46190845302771777,None,82.41217795101693,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,6,0,6,0,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,d,0,0.468436194001697,None,83.59548088500742,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,7,0,7,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,None,None,None,d,1,0.4671897380030714,None,84.7951073209988,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,8,0,8,0,,,1,-0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,s,1,0.35778513096738607,None,86.00957736000419,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,9,0,9,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,None,None,None,s,0,1.155156231019646,None,87.09284193901112,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,10,0,10,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,d,0,0.4567178059951402,None,88.97613763203844,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,11,0,11,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,None,None,None,s,0,0.3738458229927346,None,90.15981265401933,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,12,0,12,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,s,1,0.26400271098827943,None,91.25975901301717,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,13,0,13,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,None,None,None,s,0,0.2616449139895849,None,92.24555052100914,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,14,0,14,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,s,1,0.4818150459905155,None,93.22820173500804,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,15,0,15,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,None,None,None,s,0,0.2473464619833976,None,94.44537510501686,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,16,0,16,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,None,None,None,s,0,0.48875399300595745,None,95.4097581350361,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,17,0,17,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,s,1,0.29874076397391036,None,96.626171120035,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,18,0,18,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,s,1,0.5677702139946632,None,97.64294629904907,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,19,0,19,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,None,None,None,s,0,0.4754163700272329,None,98.94308302999707,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,20,0,20,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,None,None,None,s,0,0.14769415999762714,None,100.14560696703847,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,21,0,21,0,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,s,1,0.22197810496436432,None,101.00991345499642,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,22,0,22,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,None,None,None,s,0,1.9723074490320869,None,101.95987893204438,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,23,0,23,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,d,0,0.2193395639769733,None,104.66229860903695,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,24,0,24,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,d,0,0.35073538101278245,None,105.6099303200026,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,25,0,25,0,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,s,1,0.5236058619921096,None,106.69311842799652,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,26,0,26,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,None,None,None,s,0,0.4487648890353739,None,107.94325462600682,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,27,0,27,0,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,d,0,0.25687207700684667,None,109.1098879580386,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,28,0,28,0,,,1,0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,None,None,None,s,0,2.0696331809740514,None,110.09320992004359,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,29,0,29,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,None,None,None,s,0,0.14565756096271798,None,112.89334042003611,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,30,0,30,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,d,0,0.13691906799795106,None,113.76016037299996,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,31,0,31,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,None,None,None,d,1,0.7668105440097861,None,114.62896697601536,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,32,0,32,0,,,0,-0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,s,1,0.2553003369830549,None,116.12665500002913,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,33,0,33,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,s,1,0.28428715094923973,None,117.11007926100865,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,34,0,34,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,None,None,None,s,0,0.7477694479748607,None,118.12890115904156,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,35,0,35,0,,,0,0.17295000000000002,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,None,None,None,s,0,0.24780771700898185,None,119.59590423305053,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,36,0,36,0,,,1,0.17295000000000002,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,s,1,0.4409322589635849,None,120.57882715802407,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,37,0,37,0,,,0,-0.17295000000000002,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,None,None,None,s,0,0.7329603299731389,None,121.7458402600023,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,38,0,38,0,,,0,0.17295000000000002,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,s,1,0.2763364149723202,None,123.2268683000002,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
