Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,0,0,0,0,0.05,0.05,0,0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,s,0,0.3754531279555522,None,16.50927377701737,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,1,0,1,0,,,0,-0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,s,0,0.15512117999605834,None,17.60923612402985,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,2,0,2,0,,,0,0.17295000000000002,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,s,0,0.16762020799797028,None,18.492443513998296,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,3,0,3,0,,,0,0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.09708772302838042,None,19.392504165007267,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,4,0,4,0,,,0,-0.17295000000000002,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.022683664981741458,None,20.211612701998092,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,5,0,5,0,,,0,0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.076425842999015,None,20.95908102201065,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,6,0,6,0,,,0,-0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.07402991899289191,None,21.77794941799948,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,7,0,7,0,,,1,-0.17295000000000002,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.0020428940188139677,None,22.592657417000737,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,8,0,8,0,,,0,-0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,s,0,0.04262253100750968,None,23.3424963800353,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,9,0,9,0,,,0,-0.17295000000000002,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,s,0,0.9191793919890188,None,24.11154298100155,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,10,0,10,0,,,0,0.17295000000000002,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,s,0,0.0700829639681615,None,25.759398950031027,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,11,0,11,0,,,0,-0.17295000000000002,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.03902262501651421,None,26.575983091024682,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,12,0,12,0,,,0,-0.17295000000000002,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.3665617149672471,None,27.34266224503517,None,code,1,2,2020_Oct_25_1803,configural_featural,2020.2.4,None,
