blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,target_image.started,target_image.stopped,participant,design,date,expName,psychopyVersion,frameRate,
,,,,0.05,0.05,24.638365870021516,None,24.638365870021516,None,24.638365870021516,None,38.56344180100132,38.56344180100132,,,,,,,
