Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,text_3.started,text_3.stopped,fix_switches,side,target_image.started,target_image.stopped,text.started,text.stopped,probe_image.started,probe_image.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,15,0,15,0,,,,,,,,,,,1,1,41.904243496013805,None,42.104248809977435,None,42.304271439963486,None,42.504591656965204,None,d,0,1.099240897980053,42.504591656965204,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,16,0,16,0,,,,,,,,,,,0,1,43.62092211196432,None,43.82096844201442,None,44.02115148300072,None,44.221157254010905,None,d,0,0.2810562470112927,44.221157254010905,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,17,0,17,0,,,,,,,,,,,1,1,44.52096455398714,None,44.72111048398074,None,44.92095372901531,None,45.120840804011095,None,d,1,0.3290929890354164,45.120840804011095,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,18,0,18,0,,,,,,,,,,,0,0,45.47121583297849,None,45.67115182999987,None,45.87087794899708,None,46.07120278896764,None,s,1,0.4182743380079046,46.07120278896764,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,19,0,19,0,,,,,,,,,,,0,1,46.52088344597723,None,46.720987393986434,None,46.920918072981294,None,47.123377367970534,None,d,0,0.24090743501437828,47.123377367970534,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,20,0,20,0,,,,,,,,,,,0,0,47.38768301100936,None,47.587704697973095,None,47.787635585991666,None,47.98995760298567,None,d,1,0.39480987697606906,47.98995760298567,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,21,0,21,0,,,,,,,,,,,0,0,48.40424088900909,None,48.60408690100303,None,48.804461341991555,None,49.00596168800257,None,s,1,0.2361121129943058,49.00596168800257,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,22,0,22,0,,,,,,,,,,,0,1,49.27088674297556,None,49.47094398201443,None,49.67091834999155,None,49.87090704101138,None,s,0,0.19609645794844255,49.87090704101138,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,23,0,23,0,,,,,,,,,,,0,0,50.08788904600078,None,50.287458385981154,None,50.48769318999257,None,50.687407160992734,None,s,0,0.2153899900149554,50.687407160992734,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,0,0,0,0,,,,,,,,,50.93908255198039,None,0,1,55.2208328259876,None,55.42079630197259,None,55.62092724599643,None,55.82088748901151,None,s,1,0.37764060898916796,55.82088748901151,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,1,0,1,0,,,,,,,,,,,0,1,56.22104874398792,None,56.42387960199267,None,56.6212494809879,None,56.82109504099935,None,d,1,0.3749755489989184,56.82109504099935,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,2,0,2,0,,,,,,,,,,,0,0,57.22095274197636,None,57.42132029600907,None,57.62092955899425,None,57.82128748198738,None,d,0,0.2642333959811367,57.82128748198738,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,3,0,3,0,,,,,,,,,,,0,0,58.104645293962676,None,58.30461332300911,None,58.50456840900006,None,58.7045423410018,None,s,0,0.21909076598240063,58.7045423410018,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,4,0,4,0,,,,,,,,,,,0,0,58.95430199900875,None,59.15465308300918,None,59.35427547496511,None,59.556544267979916,None,s,0,0.27474759600590914,59.556544267979916,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,5,0,5,0,,,,,,,,,,,0,0,59.85481983196223,None,60.05448275298113,None,60.25455866398988,None,60.45465059496928,None,d,0,0.21955063799396157,60.45465059496928,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,6,0,6,0,,,,,,,,,,,0,0,60.70474877697416,None,60.90443725296063,None,61.104271755961236,None,61.30718153400812,None,d,0,0.2051772699924186,61.30718153400812,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,7,0,7,0,,,,,,,,,,,0,1,61.53809257596731,None,61.73802088596858,None,61.93773440597579,None,62.138084271980915,None,s,0,0.12110532500082627,62.138084271980915,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,8,0,8,0,,,,,,,,,,,0,0,62.28792118298588,None,62.487914260011166,None,62.68812042695936,None,62.88802856596885,None,s,0,0.13166496099438518,62.88802856596885,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,9,0,9,0,,,,,,,,,,,0,0,63.038039481965825,None,63.23806609300664,None,63.43794636399252,None,63.638010792958084,None,s,1,0.14244813501136377,63.638010792958084,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,10,0,10,0,,,,,,,,,,,0,0,63.80468686396489,None,64.00468873797217,None,64.20470960898092,None,64.40470325096976,None,s,1,0.07749630702892318,64.40470325096976,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,11,0,11,0,,,,,,,,,,,0,1,64.50467668200145,None,64.70457394898403,None,64.90467217896366,None,65.10712973296177,None,s,0,0.018053775012958795,65.10712973296177,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,12,0,12,0,,,,,,,,,,,0,1,65.15455409296555,None,65.35472393996315,None,65.5547418060014,None,65.75453487300547,None,s,1,0.09731507097603753,65.75453487300547,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,13,0,13,0,,,,,,,,,,,0,0,65.8710640729987,None,66.07133380096639,None,66.27128119498957,None,66.47136336599942,None,s,0,0.04748133197426796,66.47136336599942,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,14,0,14,0,,,,,,,,,,,0,1,66.53791432798607,None,66.73811464500614,None,66.9380474310019,None,67.13802706898423,None,s,1,0.06315604399424046,67.13802706898423,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,15,0,15,0,,,,,,,,,,,0,1,67.22122870298335,None,67.42099909996614,None,67.62129748298321,None,67.82098647695966,None,s,1,0.5507544980500825,67.82098647695966,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,16,0,16,0,,,,,,,,,,,1,0,68.40470225998433,None,68.60476797597948,None,68.80475528299576,None,69.00473112298641,None,s,0,0.6425005570054054,69.00473112298641,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,17,0,17,0,,,,,,,,,,,0,1,69.67147770698648,None,69.87138009897899,None,70.07123183400836,None,70.27369152597385,None,d,1,0.557774344983045,70.27369152597385,None,SR,1,1,2020_Oct_24_2017,configural_featural,2020.2.4,None,
,,,,,,,,,,,,,,,,,,,,0,1,70.85445039096521,None,71.05472106998786,None,71.25467141496483,None,,,,,,,,,,,,,,,
