X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.0459,0.0464,52.98941614001524,53.19230880099349,52.98941614001524,None,53.45884208800271,None,54.12546651798766,None,f,0,5.013904985971749,54.12546651798766,None,,,,,,,,1,2,2020_Nov_03_1828,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,60.28925424499903,60.49224804202095,60.28925424499903,None,60.758839739952236,None,,,,,,,,,
