repPracLoop.thisRepN,repPracLoop.thisTrialN,repPracLoop.thisN,repPracLoop.thisIndex,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_fixResp.rt,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,prac_fix_resp_fast.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
,,,,,,,,,,,,,,,,0.05,0.05,space,0.8106868090108037,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,j,1,0.18787717586383224,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,space,1,0.5255066258832812,,,,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.22181045496836305,,,,,,,,,,,,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,f,1,0.8223904729820788,None,1,,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,0.17380935298900002,1,Stimuli/H-8sim0.png,Stimuli/H6sim0.png,None,0,,space,1,2.9706981098279357,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,f,1,1.1677135317586362,space,0,1.9317901143804193,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,1,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,j,1,1.1888417629525065,None,1,,,,,,,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,0,0.17380935298900002,0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,,,,None,1,f,1,1.1481162677519023,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,0,-0.17380935298900002,1,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,,,,None,1,f,0,1.0698103308677673,,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,1,0.17380935298900002,0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,,,,space,1,f,1,3.8123174090869725,4.607665960211307,,1,2,2020_Dec_20_1550,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,1,Stimuli/H5sim0.png,Stimuli/H-8sim3.png,,,,,,,space,0,f,0,1.4681634637527168,2.301650690380484,,,,,,,,,
