X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0.05,0.05,29.057463277014904,29.26003867399413,29.057463277014904,None,29.526862113038078,None,,,,,,,,,
