Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,fix_switches,side1L0R,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,key_resp_6.rt,participant,design,position,date,expName,psychopyVersion,frameRate,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,0,0,0,0,0.05,0.05,0,1,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.12308049603598192,None,16.635462364007253,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,1,0,1,0,,,0,1,0.0,Stimuli/eimd.png,Stimuli/eomu.png,None,None,None,s,0,0.10678623599233106,None,17.48553255997831,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,2,0,2,0,,,0,1,0.0,Stimuli/eumu.png,Stimuli/eomu.png,None,None,None,s,0,0.2724011300015263,None,18.32115067797713,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,3,0,3,0,,,0,1,0.0,Stimuli/edmd.png,Stimuli/eomu.png,None,None,None,s,0,0.32051865599351004,None,19.31867578002857,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,4,0,4,0,,,0,1,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.3208317390526645,None,20.368787541985512,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,5,0,5,0,,,0,1,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.1511070080450736,None,21.4188597840257,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,6,0,6,0,,,0,1,0.0,Stimuli/eumu.png,Stimuli/eimd.png,None,None,None,s,0,0.2523529430036433,None,22.2855062999879,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,7,0,7,0,,,0,1,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.21180354902753606,None,23.268764809996355,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,8,0,8,0,,,0,1,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.1758800590177998,None,24.202348186983727,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,9,0,9,0,,,0,1,0.0,Stimuli/eimd.png,Stimuli/edmd.png,None,None,None,s,0,0.12329599598888308,None,25.104562565975357,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,10,0,10,0,,,0,1,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.22561794199282303,None,25.96886009699665,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,11,0,11,0,,,0,1,0.0,Stimuli/eumu.png,Stimuli/edmd.png,None,None,None,s,0,0.18802866898477077,None,26.918811973999254,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,12,0,12,0,,,0,1,0.0,Stimuli/eomu.png,Stimuli/edmd.png,None,None,None,s,0,0.3260977170430124,None,27.83795882499544,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,13,0,13,0,,,1,1,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.38809998298529536,space,28.885544257995207,None,0.16674870200222358,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,14,0,14,0,,,0,1,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.15057461097603664,None,30.018915290012956,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,15,0,15,0,,,0,1,1.0,Stimuli/eumu.png,Stimuli/eumu.png,None,None,None,s,1,0.3128086799988523,None,30.88553203397896,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,16,0,16,0,,,0,1,0.0,Stimuli/edmd.png,Stimuli/eumu.png,None,None,None,s,0,0.22178682399680838,None,31.93558008701075,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,17,0,17,0,,,0,1,0.0,Stimuli/eomu.png,Stimuli/eimd.png,None,None,None,s,0,0.29608671501046047,None,32.885565651988145,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,18,0,18,0,,,0,1,1.0,Stimuli/edmd.png,Stimuli/edmd.png,None,None,None,s,1,0.2968104250030592,None,33.904631999030244,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,19,0,19,0,,,0,1,1.0,Stimuli/eimd.png,Stimuli/eimd.png,None,None,None,s,1,0.2425664400216192,None,34.918828267022036,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,20,0,20,0,,,0,1,1.0,Stimuli/eomu.png,Stimuli/eomu.png,None,None,None,s,1,0.196523577964399,None,35.885713428026065,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,21,0,21,0,,,1,1,0.0,Stimuli/eomu.png,Stimuli/eumu.png,None,None,None,s,0,0.21972539700800553,None,36.80223873100476,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,22,0,22,0,,,0,1,0.0,Stimuli/edmd.png,Stimuli/eimd.png,None,None,None,s,0,0.2772414220380597,None,37.76886402198579,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,0,0,0,23,0,23,0,,,0,1,0.0,Stimuli/eimd.png,Stimuli/eumu.png,None,None,None,s,0,0.16179229301633313,None,38.78562946501188,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,0,0,0,0,,,0,1,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,None,None,None,s,0,0.3426053890143521,None,41.702261097030714,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,1,0,1,0,,,0,1,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,s,1,0.18811337801162153,None,42.76903131097788,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,2,0,2,0,,,0,1,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,None,None,None,s,0,0.3472981879604049,None,43.6881512029795,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,3,0,3,0,,,0,1,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,None,None,None,s,0,0.3673256399924867,None,44.754872963007074,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,4,0,4,0,,,0,1,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,s,1,0.2640524110174738,None,45.85235204099445,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,5,0,5,0,,,0,1,1.0,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,None,None,None,s,1,0.16632005397696048,None,46.83564830297837,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,6,0,6,0,,,0,1,0.0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,None,None,None,s,0,0.3188531060004607,None,47.71904633200029,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,7,0,7,0,,,1,1,1.0,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,None,None,None,s,1,0.39902794297086075,None,48.768387541000266,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,8,0,8,0,,,0,1,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,None,None,None,s,0,0.2622911320067942,None,49.88572721800301,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,9,0,9,0,,,0,1,0.0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,None,None,None,s,0,0.3214745650184341,None,50.8689987899852,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,10,0,10,0,,,0,1,1.0,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,None,None,None,s,1,0.28132972097955644,None,51.91904994100332,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,11,0,11,0,,,0,1,1.0,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,None,None,None,s,1,0.35732536198338494,None,52.91923187300563,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,12,0,12,0,,,0,1,0.0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,None,None,None,s,0,0.24894106801366434,None,54.0191416189773,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
conf_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,1,1,1,13,0,13,0,,,0,1,0.0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,None,None,None,s,0,0.27461591601604596,None,54.98800605698489,None,,code,1,1,2020_Oct_25_1658,configural_featural,2020.2.4,None,
