pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,X Scale,Y Scale,text_6.started,text_6.stopped,image.started,image.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,participant,design,position,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.05,0.05,18.67576267500408,None,18.67576267500408,18.876450395968277,18.994839530962054,19.209705995977856,19.176244381989818,None,f,1,0.5672342389589176,19.176244381989818,None,None,0,19.176244381989818,None,19.759187596966513,None,,1,2,2020_Oct_28_0220,configural_featural,2020.2.4,None,
,,,,,,20.817933124955744,None,20.817933124955744,21.026409940968733,,,,,,,,,,,,,,,,,,,,,,,
